country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Uttar Pradesh,,43918,-70,-62,-44,-73,-60,24
IN,India,Uttar Pradesh,,43919,-70,-62,-47,-72,-42,18
IN,India,Uttar Pradesh,,43920,-69,-60,-43,-75,-61,24
IN,India,Uttar Pradesh,,43921,-68,-60,-42,-75,-61,23
IN,India,Uttar Pradesh,,43922,-70,-62,-44,-76,-62,24
IN,India,Uttar Pradesh,,43923,-70,-62,-43,-76,-61,24
IN,India,Uttar Pradesh,,43924,-69,-60,-41,-75,-59,23
IN,India,Uttar Pradesh,,43925,-70,-61,-44,-76,-55,23
IN,India,Uttar Pradesh,,43926,-70,-62,-47,-74,-38,17
IN,India,Uttar Pradesh,,43927,-69,-58,-41,-76,-60,24
IN,India,Uttar Pradesh,,43928,-69,-46,-33,-72,-60,23
IN,India,Uttar Pradesh,,43929,-68,-39,-33,-71,-61,24
IN,India,Uttar Pradesh,,43930,-72,-51,-38,-74,-62,26
IN,India,Uttar Pradesh,,43931,-72,-50,-36,-74,-62,26
IN,India,Uttar Pradesh,,43932,-72,-51,-38,-74,-59,25
IN,India,Uttar Pradesh,,43933,-72,-51,-42,-73,-41,19
IN,India,Uttar Pradesh,,43934,-71,-47,-36,-73,-59,26
IN,India,Uttar Pradesh,,43935,-70,-47,-33,-72,-61,24
IN,India,Uttar Pradesh,,43936,-70,-42,-34,-71,-58,24
IN,India,Uttar Pradesh,,43937,-81,-32,-55,-70,-58,24
IN,India,Uttar Pradesh,,43938,-82,-32,-54,-71,-58,25
IN,India,Uttar Pradesh,,43939,-83,-39,-60,-72,-55,24
IN,India,Uttar Pradesh,,43940,-84,-40,-64,-71,-39,18
IN,India,Uttar Pradesh,,43941,-83,-36,-57,-71,-57,25
IN,India,Uttar Pradesh,,43942,-82,-35,-57,-71,-58,24
IN,India,Uttar Pradesh,,43943,-83,-36,-58,-71,-58,25
IN,India,Uttar Pradesh,,43944,-83,-36,-57,-71,-58,25
IN,India,Uttar Pradesh,,43945,-83,-35,-57,-71,-57,25
IN,India,Uttar Pradesh,,43946,-84,-39,-60,-72,-55,25
IN,India,Uttar Pradesh,,43947,-84,-42,-64,-72,-39,20
IN,India,Uttar Pradesh,,43948,-83,-37,-57,-72,-57,26
IN,India,Uttar Pradesh,,43949,-82,-34,-57,-70,-57,24
IN,India,Uttar Pradesh,,43950,-82,-35,-56,-70,-57,25
IN,India,Uttar Pradesh,,43951,-82,-36,-56,-70,-56,25
IN,India,Uttar Pradesh,,43952,-83,-37,-56,-70,-56,24
IN,India,Uttar Pradesh,,43953,-82,-36,-58,-70,-51,23
IN,India,Uttar Pradesh,,43954,-83,-38,-62,-69,-36,18
IN,India,Uttar Pradesh,,43955,-79,-27,-55,-67,-51,23
IN,India,Uttar Pradesh,,43956,-79,-27,-56,-66,-51,22
IN,India,Uttar Pradesh,,43957,-78,-23,-54,-64,-49,21
IN,India,Uttar Pradesh,,43958,-78,-24,-54,-63,-52,22
IN,India,Uttar Pradesh,,43959,-76,-20,-53,-61,-46,21
IN,India,Uttar Pradesh,,43960,-78,-24,-56,-64,-46,21
IN,India,Uttar Pradesh,,43961,-79,-29,-60,-63,-29,16
IN,India,Uttar Pradesh,,43962,-76,-20,-52,-61,-45,20
IN,India,Uttar Pradesh,,43963,-75,-18,-51,-60,-46,20
IN,India,Uttar Pradesh,,43964,-75,-18,-51,-59,-45,20
IN,India,Uttar Pradesh,,43965,-74,-17,-49,-57,-43,19
IN,India,Uttar Pradesh,,43966,-73,-12,-47,-55,-41,18
IN,India,Uttar Pradesh,,43967,-74,-15,-50,-56,-37,18
IN,India,Uttar Pradesh,,43968,-75,-19,-55,-57,-23,14
IN,India,Uttar Pradesh,,43969,-73,-10,-47,-56,-40,19
IN,India,Uttar Pradesh,,43970,-71,-8,-46,-53,-39,18
IN,India,Uttar Pradesh,,43971,-70,-6,-47,-53,-38,18
IN,India,Uttar Pradesh,,43972,-69,-5,-46,-51,-37,18
IN,India,Uttar Pradesh,,43973,-69,-4,-45,-51,-36,17
IN,India,Uttar Pradesh,,43974,-70,-7,-49,-53,-33,17
IN,India,Uttar Pradesh,,43975,-72,-13,-53,-54,-20,13
IN,India,Uttar Pradesh,,43976,-72,-11,-45,-58,-48,20
IN,India,Uttarakhand,,43876,5,4,7,13,4,-1
IN,India,Uttarakhand,,43877,5,2,6,12,0,0
IN,India,Uttarakhand,,43878,5,5,9,11,4,-1
IN,India,Uttarakhand,,43879,3,4,8,12,6,-1
IN,India,Uttarakhand,,43880,2,2,7,9,11,0
IN,India,Uttarakhand,,43881,5,6,13,17,7,-2
IN,India,Uttarakhand,,43882,-12,-15,7,-2,-26,8
IN,India,Uttarakhand,,43883,5,4,17,11,2,0
IN,India,Uttarakhand,,43884,-9,-12,-6,8,3,2
IN,India,Uttarakhand,,43885,6,7,8,13,5,-1
IN,India,Uttarakhand,,43886,2,2,5,11,5,-1
IN,India,Uttarakhand,,43887,2,1,6,10,8,-1
IN,India,Uttarakhand,,43888,2,-1,3,10,5,-1
IN,India,Uttarakhand,,43889,3,1,1,8,7,-1
IN,India,Uttarakhand,,43890,-5,-7,-6,3,5,0
IN,India,Uttarakhand,,43891,0,4,-2,6,4,0
IN,India,Uttarakhand,,43892,6,8,5,10,5,-1
IN,India,Uttarakhand,,43893,4,6,7,15,6,-1
IN,India,Uttarakhand,,43894,2,7,5,14,10,-1
IN,India,Uttarakhand,,43895,1,3,3,14,6,0
IN,India,Uttarakhand,,43896,-18,-21,-16,0,1,5
IN,India,Uttarakhand,,43897,-2,-1,-2,22,2,0
IN,India,Uttarakhand,,43898,7,12,10,21,11,-2
IN,India,Uttarakhand,,43899,11,17,29,10,-27,4
IN,India,Uttarakhand,,43900,-37,-48,7,-21,-63,14
IN,India,Uttarakhand,,43901,0,0,11,25,-12,0
IN,India,Uttarakhand,,43902,0,-1,5,18,-2,0
IN,India,Uttarakhand,,43903,-10,-10,-6,6,-3,4
IN,India,Uttarakhand,,43904,-10,-10,-4,4,-8,4
IN,India,Uttarakhand,,43905,-4,-1,1,9,5,1
IN,India,Uttarakhand,,43906,3,10,8,13,-3,0
IN,India,Uttarakhand,,43907,-2,7,4,11,-4,1
IN,India,Uttarakhand,,43908,-6,3,0,6,-1,1
IN,India,Uttarakhand,,43909,-8,3,-3,0,-4,2
IN,India,Uttarakhand,,43910,-15,0,-9,-5,-6,4
IN,India,Uttarakhand,,43911,-25,-9,-19,-12,-12,4
IN,India,Uttarakhand,,43912,-74,-76,-54,-68,-44,19
IN,India,Uttarakhand,,43913,-57,-43,-34,-55,-49,17
IN,India,Uttarakhand,,43914,-69,-61,-43,-65,-59,21
IN,India,Uttarakhand,,43915,-70,-62,-46,-66,-61,24
IN,India,Uttarakhand,,43916,-71,-65,-46,-67,-61,24
IN,India,Uttarakhand,,43917,-72,-66,-48,-69,-60,25
IN,India,Uttarakhand,,43918,-71,-64,-48,-68,-58,23
IN,India,Uttarakhand,,43919,-72,-67,-52,-69,-40,19
IN,India,Uttarakhand,,43920,-70,-62,-44,-67,-58,24
IN,India,Uttarakhand,,43921,-69,-63,-44,-66,-57,22
IN,India,Uttarakhand,,43922,-71,-65,-46,-68,-57,24
IN,India,Uttarakhand,,43923,-72,-67,-48,-69,-60,25
IN,India,Uttarakhand,,43924,-70,-64,-47,-68,-55,24
IN,India,Uttarakhand,,43925,-71,-64,-49,-69,-53,23
IN,India,Uttarakhand,,43926,-72,-67,-54,-70,-36,19
IN,India,Uttarakhand,,43927,-70,-61,-46,-67,-56,24
IN,India,Uttarakhand,,43928,-70,-50,-49,-61,-56,23
IN,India,Uttarakhand,,43929,-71,-52,-52,-62,-55,24
IN,India,Uttarakhand,,43930,-71,-52,-52,-64,-56,26
IN,India,Uttarakhand,,43931,-72,-53,-53,-65,-58,27
IN,India,Uttarakhand,,43932,-72,-54,-55,-65,-55,26
IN,India,Uttarakhand,,43933,-73,-58,-59,-66,-38,21
IN,India,Uttarakhand,,43934,-70,-50,-51,-63,-55,26
IN,India,Uttarakhand,,43935,-70,-52,-50,-62,-57,24
IN,India,Uttarakhand,,43936,-70,-47,-50,-59,-50,24
IN,India,Uttarakhand,,43937,-77,-39,-60,-59,-53,25
IN,India,Uttarakhand,,43938,-78,-39,-61,-61,-51,26
IN,India,Uttarakhand,,43939,-80,-44,-65,-63,-50,24
IN,India,Uttarakhand,,43940,-80,-48,-68,-64,-35,21
IN,India,Uttarakhand,,43941,-78,-39,-60,-60,-52,25
IN,India,Uttarakhand,,43942,-78,-39,-60,-59,-51,23
IN,India,Uttarakhand,,43943,-78,-40,-61,-59,-49,24
IN,India,Uttarakhand,,43944,-78,-41,-62,-61,-50,25
IN,India,Uttarakhand,,43945,-78,-40,-62,-61,-48,25
IN,India,Uttarakhand,,43946,-79,-41,-64,-62,-49,25
IN,India,Uttarakhand,,43947,-82,-52,-68,-66,-34,22
IN,India,Uttarakhand,,43948,-77,-37,-61,-60,-49,25
IN,India,Uttarakhand,,43949,-77,-36,-60,-57,-48,22
IN,India,Uttarakhand,,43950,-77,-36,-60,-56,-45,24
IN,India,Uttarakhand,,43951,-78,-39,-60,-58,-46,24
IN,India,Uttarakhand,,43952,-78,-38,-61,-60,-46,25
IN,India,Uttarakhand,,43953,-78,-38,-63,-59,-43,23
IN,India,Uttarakhand,,43954,-78,-43,-67,-62,-30,20
IN,India,Uttarakhand,,43955,-70,-21,-57,-50,-38,20
IN,India,Uttarakhand,,43956,-70,-20,-56,-48,-37,20
IN,India,Uttarakhand,,43957,-68,-15,-56,-44,-32,19
IN,India,Uttarakhand,,43958,-69,-20,-55,-47,-41,21
IN,India,Uttarakhand,,43959,-67,-14,-55,-46,-31,19
IN,India,Uttarakhand,,43960,-70,-21,-57,-50,-36,19
IN,India,Uttarakhand,,43961,-74,-33,-61,-54,-25,17
IN,India,Uttarakhand,,43962,-65,-9,-53,-44,-32,18
IN,India,Uttarakhand,,43963,-66,-14,-52,-43,-32,18
IN,India,Uttarakhand,,43964,-65,-11,-51,-42,-27,17
IN,India,Uttarakhand,,43965,-65,-15,-52,-42,-29,16
IN,India,Uttarakhand,,43966,-65,-14,-52,-44,-27,17
IN,India,Uttarakhand,,43967,-66,-14,-53,-45,-27,17
IN,India,Uttarakhand,,43968,-70,-25,-58,-50,-19,15
IN,India,Uttarakhand,,43969,-63,-6,-50,-41,-28,17
IN,India,Uttarakhand,,43970,-63,-8,-50,-40,-27,16
IN,India,Uttarakhand,,43971,-60,-4,-49,-38,-22,17
IN,India,Uttarakhand,,43972,-61,-5,-50,-39,-24,17
IN,India,Uttarakhand,,43973,-62,-8,-51,-42,-23,17
IN,India,Uttarakhand,,43974,-63,-10,-54,-43,-25,16
IN,India,Uttarakhand,,43975,-68,-22,-57,-48,-16,15
IN,India,Uttarakhand,,43976,-62,-10,-49,-46,-38,19
IN,India,West Bengal,,43876,-3,1,-2,-1,6,1
IN,India,West Bengal,,43877,-2,1,-5,-2,2,1
IN,India,West Bengal,,43878,-3,-2,-3,-1,3,1
IN,India,West Bengal,,43879,-2,-1,-1,-2,2,1
IN,India,West Bengal,,43880,-4,1,-3,3,11,-1
IN,India,West Bengal,,43881,-3,1,-3,0,6,0
IN,India,West Bengal,,43882,-6,0,-3,-6,-7,3
IN,India,West Bengal,,43883,-7,-3,-4,-6,0,2
IN,India,West Bengal,,43884,-3,1,-6,-3,3,1
IN,India,West Bengal,,43885,-5,-3,-4,-3,2,1
IN,India,West Bengal,,43886,-10,-11,-10,-8,-1,3
IN,India,West Bengal,,43887,-2,2,-2,5,9,-2
IN,India,West Bengal,,43888,-1,1,-2,1,6,0
IN,India,West Bengal,,43889,-1,2,0,2,6,0
IN,India,West Bengal,,43890,-3,2,-1,0,9,0
IN,India,West Bengal,,43891,-2,5,-3,0,4,1
IN,India,West Bengal,,43892,-2,1,1,0,3,0
IN,India,West Bengal,,43893,-8,-8,-5,-4,2,1
IN,India,West Bengal,,43894,0,7,0,7,11,-2
IN,India,West Bengal,,43895,0,5,0,3,6,0
IN,India,West Bengal,,43896,-1,5,2,4,6,0
IN,India,West Bengal,,43897,-2,5,0,4,7,0
IN,India,West Bengal,,43898,5,15,0,7,5,-1
IN,India,West Bengal,,43899,-22,-20,-10,-33,-51,13
IN,India,West Bengal,,43900,-15,-15,-9,-19,-36,7
IN,India,West Bengal,,43901,-3,3,-1,6,5,-3
IN,India,West Bengal,,43902,-3,2,-1,1,4,-1
IN,India,West Bengal,,43903,-4,1,0,0,3,0
IN,India,West Bengal,,43904,-9,-4,-6,-6,1,1
IN,India,West Bengal,,43905,-6,1,-8,-5,3,2
IN,India,West Bengal,,43906,-6,-1,-3,-5,-2,2
IN,India,West Bengal,,43907,-8,-2,-5,-10,-7,3
IN,India,West Bengal,,43908,-10,2,-7,-6,1,2
IN,India,West Bengal,,43909,-13,2,-11,-14,-5,4
IN,India,West Bengal,,43910,-19,-1,-14,-18,-9,6
IN,India,West Bengal,,43911,-29,-5,-23,-24,-8,7
IN,India,West Bengal,,43912,-66,-63,-53,-65,-39,18
IN,India,West Bengal,,43913,-42,-14,-33,-50,-41,16
IN,India,West Bengal,,43914,-67,-56,-52,-73,-64,26
IN,India,West Bengal,,43915,-71,-58,-56,-75,-65,26
IN,India,West Bengal,,43916,-71,-61,-56,-77,-66,28
IN,India,West Bengal,,43917,-71,-60,-55,-76,-65,28
IN,India,West Bengal,,43918,-72,-62,-57,-77,-60,27
IN,India,West Bengal,,43919,-71,-60,-58,-74,-41,22
IN,India,West Bengal,,43920,-70,-62,-56,-77,-64,29
IN,India,West Bengal,,43921,-69,-60,-54,-76,-64,27
IN,India,West Bengal,,43922,-69,-59,-55,-75,-62,25
IN,India,West Bengal,,43923,-68,-58,-54,-75,-62,26
IN,India,West Bengal,,43924,-68,-58,-54,-75,-62,27
IN,India,West Bengal,,43925,-70,-59,-55,-75,-55,25
IN,India,West Bengal,,43926,-69,-57,-56,-73,-37,20
IN,India,West Bengal,,43927,-68,-58,-52,-75,-62,27
IN,India,West Bengal,,43928,-69,-48,-46,-71,-62,26
IN,India,West Bengal,,43929,-70,-46,-47,-70,-60,24
IN,India,West Bengal,,43930,-69,-46,-47,-71,-61,26
IN,India,West Bengal,,43931,-70,-47,-47,-71,-63,27
IN,India,West Bengal,,43932,-71,-47,-49,-71,-56,26
IN,India,West Bengal,,43933,-70,-46,-51,-68,-37,20
IN,India,West Bengal,,43934,-69,-48,-47,-72,-61,28
IN,India,West Bengal,,43935,-69,-49,-46,-72,-64,27
IN,India,West Bengal,,43936,-72,-48,-46,-70,-58,25
IN,India,West Bengal,,43937,-85,-37,-53,-70,-60,26
IN,India,West Bengal,,43938,-85,-39,-53,-70,-60,27
IN,India,West Bengal,,43939,-87,-45,-58,-71,-55,25
IN,India,West Bengal,,43940,-87,-43,-59,-68,-38,21
IN,India,West Bengal,,43941,-86,-45,-56,-72,-60,27
IN,India,West Bengal,,43942,-87,-49,-55,-73,-63,27
IN,India,West Bengal,,43943,-86,-41,-55,-69,-58,24
IN,India,West Bengal,,43944,-86,-44,-57,-71,-60,27
IN,India,West Bengal,,43945,-86,-43,-56,-71,-60,27
IN,India,West Bengal,,43946,-87,-44,-58,-71,-56,26
IN,India,West Bengal,,43947,-86,-43,-60,-68,-37,22
IN,India,West Bengal,,43948,-86,-45,-57,-72,-60,29
IN,India,West Bengal,,43949,-86,-46,-55,-72,-61,27
IN,India,West Bengal,,43950,-85,-38,-54,-67,-56,25
IN,India,West Bengal,,43951,-86,-38,-53,-68,-57,26
IN,India,West Bengal,,43952,-88,-45,-56,-72,-63,28
IN,India,West Bengal,,43953,-87,-40,-56,-68,-51,25
IN,India,West Bengal,,43954,-86,-38,-58,-66,-34,20
IN,India,West Bengal,,43955,-85,-38,-54,-68,-56,26
IN,India,West Bengal,,43956,-84,-37,-53,-67,-56,25
IN,India,West Bengal,,43957,-83,-32,-52,-64,-52,22
IN,India,West Bengal,,43958,-83,-32,-52,-66,-56,25
IN,India,West Bengal,,43959,-83,-32,-52,-66,-55,25
IN,India,West Bengal,,43960,-84,-35,-54,-66,-48,23
IN,India,West Bengal,,43961,-85,-35,-57,-64,-29,19
IN,India,West Bengal,,43962,-82,-31,-51,-65,-52,24
IN,India,West Bengal,,43963,-83,-32,-51,-65,-53,25
IN,India,West Bengal,,43964,-82,-29,-51,-62,-48,21
IN,India,West Bengal,,43965,-81,-29,-50,-63,-50,22
IN,India,West Bengal,,43966,-81,-27,-48,-62,-49,22
IN,India,West Bengal,,43967,-82,-29,-51,-62,-42,21
IN,India,West Bengal,,43968,-81,-27,-53,-59,-24,16
IN,India,West Bengal,,43969,-80,-26,-48,-62,-47,23
IN,India,West Bengal,,43970,-80,-27,-49,-62,-49,23
IN,India,West Bengal,,43971,-89,-58,-59,-74,-61,22
IN,India,West Bengal,,43972,-85,-51,-57,-70,-62,13
IN,India,West Bengal,,43973,-80,-34,-53,-62,-53,10
IN,India,West Bengal,,43974,-79,-29,-53,-59,-45,12
IN,India,West Bengal,,43975,-78,-24,-53,-55,-24,10
IN,India,West Bengal,,43976,-78,-30,-48,-62,-55,19
