country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Dadra and Nagar Haveli,,43916,-68,-61,-51,-57,-70,32
IN,India,Dadra and Nagar Haveli,,43917,-69,-66,-56,-55,-70,33
IN,India,Dadra and Nagar Haveli,,43918,-70,-68,-54,-58,-71,34
IN,India,Dadra and Nagar Haveli,,43919,-72,-73,-62,-59,-60,28
IN,India,Dadra and Nagar Haveli,,43920,-70,-69,-54,-67,-70,34
IN,India,Dadra and Nagar Haveli,,43921,-70,-66,-53,-71,-69,32
IN,India,Dadra and Nagar Haveli,,43922,-71,-68,-55,-67,-69,32
IN,India,Dadra and Nagar Haveli,,43923,-72,-70,-54,-71,-70,34
IN,India,Dadra and Nagar Haveli,,43924,-70,-68,-55,-71,-67,33
IN,India,Dadra and Nagar Haveli,,43925,-70,-66,-53,-66,-66,32
IN,India,Dadra and Nagar Haveli,,43926,-70,-66,-61,-69,-54,26
IN,India,Dadra and Nagar Haveli,,43927,-72,-70,-52,-73,-69,33
IN,India,Dadra and Nagar Haveli,,43928,-74,-62,-47,-69,-69,32
IN,India,Dadra and Nagar Haveli,,43929,-75,-62,-48,-67,-69,33
IN,India,Dadra and Nagar Haveli,,43930,-75,-62,-47,-71,-68,35
IN,India,Dadra and Nagar Haveli,,43931,-74,-58,-49,-61,-68,35
IN,India,Dadra and Nagar Haveli,,43932,-74,-62,-51,-64,-66,35
IN,India,Dadra and Nagar Haveli,,43933,-74,-58,-58,-69,-53,29
IN,India,Dadra and Nagar Haveli,,43934,-72,-57,-46,-75,-64,35
IN,India,Dadra and Nagar Haveli,,43935,-72,-57,-44,-71,-64,33
IN,India,Dadra and Nagar Haveli,,43936,-71,-49,-47,-67,-62,32
IN,India,Dadra and Nagar Haveli,,43937,-80,-41,-70,-69,-62,33
IN,India,Dadra and Nagar Haveli,,43938,-79,-37,-73,-73,-61,34
IN,India,Dadra and Nagar Haveli,,43939,-81,-44,-73,-73,-60,34
IN,India,Dadra and Nagar Haveli,,43940,-80,-41,-78,-70,-48,28
IN,India,Dadra and Nagar Haveli,,43941,-80,-41,-71,-76,-57,33
IN,India,Dadra and Nagar Haveli,,43942,-79,-34,-70,-80,-57,31
IN,India,Dadra and Nagar Haveli,,43943,-80,-35,-70,-79,-56,31
IN,India,Dadra and Nagar Haveli,,43944,-79,-34,-73,-79,-55,32
IN,India,Dadra and Nagar Haveli,,43945,-78,-30,-71,-76,-52,30
IN,India,Dadra and Nagar Haveli,,43946,-78,-35,-74,-77,-49,30
IN,India,Dadra and Nagar Haveli,,43947,-77,-33,-77,-72,-36,25
IN,India,Dadra and Nagar Haveli,,43948,-76,-28,-68,-79,-45,30
IN,India,Dadra and Nagar Haveli,,43949,-73,-10,-67,-72,-41,25
IN,India,Dadra and Nagar Haveli,,43950,-72,-2,-67,-73,-38,25
IN,India,Dadra and Nagar Haveli,,43951,-72,-2,-65,-75,-37,25
IN,India,Dadra and Nagar Haveli,,43952,-71,4,-68,-72,-41,27
IN,India,Dadra and Nagar Haveli,,43953,-71,-6,-67,-77,-32,25
IN,India,Dadra and Nagar Haveli,,43954,-69,-1,-75,-71,-20,21
IN,India,Dadra and Nagar Haveli,,43955,-66,5,-59,-72,-28,22
IN,India,Dadra and Nagar Haveli,,43956,-64,16,-59,-68,-27,20
IN,India,Dadra and Nagar Haveli,,43957,-64,25,-62,-73,-26,19
IN,India,Dadra and Nagar Haveli,,43958,-65,18,-60,-70,-25,20
IN,India,Dadra and Nagar Haveli,,43959,-64,29,-62,-69,-23,20
IN,India,Dadra and Nagar Haveli,,43960,-65,11,-62,-70,-23,20
IN,India,Dadra and Nagar Haveli,,43961,-61,29,-68,-66,-12,18
IN,India,Dadra and Nagar Haveli,,43962,-63,18,-56,-69,-21,20
IN,India,Dadra and Nagar Haveli,,43963,-64,28,-59,-67,-23,18
IN,India,Dadra and Nagar Haveli,,43964,-61,18,-57,-62,-22,17
IN,India,Dadra and Nagar Haveli,,43965,-57,14,-57,-56,-21,16
IN,India,Dadra and Nagar Haveli,,43966,-56,35,-57,-50,-19,17
IN,India,Dadra and Nagar Haveli,,43967,-57,24,-58,-49,-18,18
IN,India,Dadra and Nagar Haveli,,43968,-50,38,-65,-43,-9,16
IN,India,Dadra and Nagar Haveli,,43969,-56,23,-56,-55,-20,17
IN,India,Dadra and Nagar Haveli,,43970,-57,23,-52,-53,-19,16
IN,India,Dadra and Nagar Haveli,,43971,-57,31,-53,-55,-18,16
IN,India,Dadra and Nagar Haveli,,43972,-56,24,-55,-56,-19,17
IN,India,Dadra and Nagar Haveli,,43973,-57,40,-56,-51,-17,16
IN,India,Dadra and Nagar Haveli,,43974,-57,35,-57,-45,-19,16
IN,India,Dadra and Nagar Haveli,,43975,-53,36,-66,-42,-4,15
IN,India,Dadra and Nagar Haveli,,43976,-57,22,-50,-52,-22,18
IN,India,Daman and Diu,,43876,5,-5,4,12,3,0
IN,India,Daman and Diu,,43877,9,-12,0,11,7,-1
IN,India,Daman and Diu,,43878,5,-4,11,2,-4,1
IN,India,Daman and Diu,,43879,7,-1,12,9,3,0
IN,India,Daman and Diu,,43880,1,-7,4,8,2,0
IN,India,Daman and Diu,,43881,5,-1,7,7,3,-1
IN,India,Daman and Diu,,43882,14,33,48,2,-30,4
IN,India,Daman and Diu,,43883,18,10,58,4,-2,1
IN,India,Daman and Diu,,43884,7,-8,24,15,9,0
IN,India,Daman and Diu,,43885,0,-3,3,-11,2,0
IN,India,Daman and Diu,,43886,8,-2,2,-5,0,-1
IN,India,Daman and Diu,,43887,2,-3,9,-13,0,0
IN,India,Daman and Diu,,43888,4,-2,8,-8,0,0
IN,India,Daman and Diu,,43889,7,-4,-3,-11,1,0
IN,India,Daman and Diu,,43890,1,-10,1,-6,3,0
IN,India,Daman and Diu,,43891,8,-6,3,4,5,1
IN,India,Daman and Diu,,43892,-3,1,5,-9,1,1
IN,India,Daman and Diu,,43893,0,-7,-2,,3,1
IN,India,Daman and Diu,,43894,2,1,7,,1,1
IN,India,Daman and Diu,,43895,3,-1,2,,1,1
IN,India,Daman and Diu,,43896,4,0,-2,,2,0
IN,India,Daman and Diu,,43897,6,0,3,,4,0
IN,India,Daman and Diu,,43898,15,6,21,,14,-1
IN,India,Daman and Diu,,43899,20,44,69,,-8,2
IN,India,Daman and Diu,,43900,25,8,174,,-66,18
IN,India,Daman and Diu,,43901,5,15,38,,-11,2
IN,India,Daman and Diu,,43902,2,3,16,,-3,1
IN,India,Daman and Diu,,43903,3,4,0,,-1,1
IN,India,Daman and Diu,,43904,3,0,5,,-1,2
IN,India,Daman and Diu,,43905,2,-4,0,,5,1
IN,India,Daman and Diu,,43906,-4,9,3,,-1,1
IN,India,Daman and Diu,,43907,-3,2,-2,,-2,1
IN,India,Daman and Diu,,43908,-4,5,-3,,-3,1
IN,India,Daman and Diu,,43909,-2,3,-7,,-4,2
IN,India,Daman and Diu,,43910,-9,0,-25,,-3,3
IN,India,Daman and Diu,,43911,-30,-11,-49,,-5,5
IN,India,Daman and Diu,,43912,-79,-86,-79,-75,-59,26
IN,India,Daman and Diu,,43913,-51,-36,-52,-53,-22,14
IN,India,Daman and Diu,,43914,-62,-51,-58,-58,-54,24
IN,India,Daman and Diu,,43915,-75,-68,-64,-72,-72,33
IN,India,Daman and Diu,,43916,-73,-69,-62,-72,-70,34
IN,India,Daman and Diu,,43917,-74,-70,-69,-75,-69,33
IN,India,Daman and Diu,,43918,-77,-73,-72,-76,-69,35
IN,India,Daman and Diu,,43919,-79,-79,-80,-79,-58,28
IN,India,Daman and Diu,,43920,-75,-68,-64,-73,-67,34
IN,India,Daman and Diu,,43921,-74,-67,-65,-71,-68,33
IN,India,Daman and Diu,,43922,-75,-68,-65,-72,-67,34
IN,India,Daman and Diu,,43923,-75,-68,-66,-76,-69,35
IN,India,Daman and Diu,,43924,-73,-66,-66,-73,-66,33
IN,India,Daman and Diu,,43925,-75,-70,-70,-76,-66,35
IN,India,Daman and Diu,,43926,-77,-74,-78,-75,-55,27
IN,India,Daman and Diu,,43927,-76,-68,-66,-74,-67,34
IN,India,Daman and Diu,,43928,-80,-61,-75,-69,-64,33
IN,India,Daman and Diu,,43929,-82,-64,-74,-69,-65,33
IN,India,Daman and Diu,,43930,-80,-61,-74,-72,-64,35
IN,India,Daman and Diu,,43931,-80,-62,-75,-71,-65,36
IN,India,Daman and Diu,,43932,-83,-65,-78,-70,-64,37
IN,India,Daman and Diu,,43933,-83,-68,-84,-74,-53,28
IN,India,Daman and Diu,,43934,-81,-61,-74,-70,-60,35
IN,India,Daman and Diu,,43935,-81,-63,-75,-70,-66,34
IN,India,Daman and Diu,,43936,-81,-57,-75,-66,-58,33
IN,India,Daman and Diu,,43937,-86,-53,-82,-66,-57,34
IN,India,Daman and Diu,,43938,-87,-53,-83,-68,-56,33
IN,India,Daman and Diu,,43939,-88,-60,-86,-71,-54,34
IN,India,Daman and Diu,,43940,-89,-64,-89,-69,-44,27
IN,India,Daman and Diu,,43941,-87,-57,-83,-67,-51,32
IN,India,Daman and Diu,,43942,-87,-53,-82,-65,-51,31
IN,India,Daman and Diu,,43943,-87,-55,-83,-62,-52,31
IN,India,Daman and Diu,,43944,-86,-52,-81,-66,-51,31
IN,India,Daman and Diu,,43945,-86,-53,-82,-60,-49,31
IN,India,Daman and Diu,,43946,-87,-58,-86,-61,-48,32
IN,India,Daman and Diu,,43947,-87,-63,-89,-61,-34,25
IN,India,Daman and Diu,,43948,-86,-54,-82,-65,-45,32
IN,India,Daman and Diu,,43949,-83,-47,-82,-57,-42,27
IN,India,Daman and Diu,,43950,-83,-43,-81,-54,-41,28
IN,India,Daman and Diu,,43951,-81,-44,-80,-49,-39,28
IN,India,Daman and Diu,,43952,-80,-39,-83,-47,-51,31
IN,India,Daman and Diu,,43953,-81,-49,-84,-50,-34,27
IN,India,Daman and Diu,,43954,-83,-55,-89,-53,-23,23
IN,India,Daman and Diu,,43955,-80,-39,-81,-51,-32,25
IN,India,Daman and Diu,,43956,-77,-35,-81,-45,-31,24
IN,India,Daman and Diu,,43957,-76,-33,-81,-41,-30,23
IN,India,Daman and Diu,,43958,-73,-32,-80,-41,-30,22
IN,India,Daman and Diu,,43959,-74,-32,-84,-43,-28,22
IN,India,Daman and Diu,,43960,-77,-38,-86,-45,-27,24
IN,India,Daman and Diu,,43961,-76,-42,-90,-36,-16,19
IN,India,Daman and Diu,,43962,-76,-31,-83,-42,-26,23
IN,India,Daman and Diu,,43963,-74,-30,-81,-39,-26,22
IN,India,Daman and Diu,,43964,-76,-33,-81,-43,-26,21
IN,India,Daman and Diu,,43965,-75,-31,-78,-42,-26,20
IN,India,Daman and Diu,,43966,-74,-31,-79,-40,-21,19
IN,India,Daman and Diu,,43967,-77,-34,-81,-40,-20,21
IN,India,Daman and Diu,,43968,-78,-44,-86,-35,-15,18
IN,India,Daman and Diu,,43969,-76,-23,-79,-43,-22,20
IN,India,Daman and Diu,,43970,-74,-31,-76,-44,-22,19
IN,India,Daman and Diu,,43971,-74,-30,-76,-35,-24,19
IN,India,Daman and Diu,,43972,-74,-33,-75,-41,-24,21
IN,India,Daman and Diu,,43973,-74,-33,-77,-45,-21,20
IN,India,Daman and Diu,,43974,-76,-39,-80,-41,-21,21
IN,India,Daman and Diu,,43975,-76,-44,-85,-32,-14,18
IN,India,Daman and Diu,,43976,-75,-35,-76,-46,-29,22
IN,India,Delhi,,43876,1,2,8,6,4,0
IN,India,Delhi,,43877,2,3,9,6,2,0
IN,India,Delhi,,43878,0,2,12,2,1,0
IN,India,Delhi,,43879,0,3,13,3,3,0
IN,India,Delhi,,43880,-1,3,10,2,3,0
IN,India,Delhi,,43881,0,2,8,4,4,0
IN,India,Delhi,,43882,-7,-5,1,-8,-14,6
IN,India,Delhi,,43883,0,-2,7,0,1,1
IN,India,Delhi,,43884,0,1,5,3,4,0
IN,India,Delhi,,43885,-1,-2,10,2,2,0
IN,India,Delhi,,43886,-5,-7,6,-2,-3,2
IN,India,Delhi,,43887,-8,-7,0,-7,-5,2
IN,India,Delhi,,43888,-5,-6,2,-5,-1,1
IN,India,Delhi,,43889,-4,-4,4,-4,0,1
IN,India,Delhi,,43890,-13,-15,-12,-5,5,2
IN,India,Delhi,,43891,-5,0,-4,-3,3,2
IN,India,Delhi,,43892,-3,-1,4,-5,0,2
IN,India,Delhi,,43893,-2,1,8,-2,4,0
IN,India,Delhi,,43894,-5,0,1,-3,3,1
IN,India,Delhi,,43895,-8,-5,-5,-4,3,1
IN,India,Delhi,,43896,-15,-14,-18,-5,0,3
IN,India,Delhi,,43897,-6,0,-5,1,6,1
IN,India,Delhi,,43898,-6,2,-8,-7,7,1
IN,India,Delhi,,43899,-2,4,-3,-20,-18,5
IN,India,Delhi,,43900,-51,-56,-34,-60,-79,24
IN,India,Delhi,,43901,-15,-9,-9,-15,-11,2
IN,India,Delhi,,43902,-10,-7,-4,-10,-2,1
IN,India,Delhi,,43903,-11,-5,-2,-12,-2,2
IN,India,Delhi,,43904,-20,-15,-15,-17,-7,4
IN,India,Delhi,,43905,-15,-6,-11,-15,1,3
IN,India,Delhi,,43906,-10,-4,2,-13,-5,2
IN,India,Delhi,,43907,-12,-2,0,-17,-8,3
IN,India,Delhi,,43908,-15,-1,-3,-20,-10,4
IN,India,Delhi,,43909,-17,0,-9,-24,-12,5
IN,India,Delhi,,43910,-27,-9,-16,-31,-19,8
IN,India,Delhi,,43911,-44,-24,-30,-40,-27,10
IN,India,Delhi,,43912,-87,-83,-77,-81,-68,21
IN,India,Delhi,,43913,-71,-52,-58,-74,-73,28
IN,India,Delhi,,43914,-80,-66,-71,-82,-82,32
IN,India,Delhi,,43915,-86,-76,-78,-87,-85,34
IN,India,Delhi,,43916,-86,-76,-78,-87,-84,35
IN,India,Delhi,,43917,-86,-77,-79,-87,-84,36
IN,India,Delhi,,43918,-86,-77,-78,-85,-80,31
IN,India,Delhi,,43919,-86,-77,-79,-84,-69,23
IN,India,Delhi,,43920,-83,-73,-75,-86,-82,34
IN,India,Delhi,,43921,-84,-74,-76,-86,-83,34
IN,India,Delhi,,43922,-85,-76,-77,-87,-83,34
IN,India,Delhi,,43923,-85,-76,-78,-88,-84,36
IN,India,Delhi,,43924,-84,-73,-76,-87,-82,35
IN,India,Delhi,,43925,-85,-75,-77,-86,-78,31
IN,India,Delhi,,43926,-86,-77,-79,-86,-67,23
IN,India,Delhi,,43927,-84,-73,-76,-87,-84,35
IN,India,Delhi,,43928,-85,-68,-73,-84,-82,33
IN,India,Delhi,,43929,-86,-67,-73,-84,-82,34
IN,India,Delhi,,43930,-86,-67,-75,-85,-83,35
IN,India,Delhi,,43931,-87,-69,-76,-86,-85,37
IN,India,Delhi,,43932,-88,-72,-77,-85,-80,32
IN,India,Delhi,,43933,-89,-74,-79,-84,-69,24
IN,India,Delhi,,43934,-86,-69,-76,-85,-82,35
IN,India,Delhi,,43935,-87,-71,-75,-85,-84,34
IN,India,Delhi,,43936,-87,-68,-76,-84,-81,34
IN,India,Delhi,,43937,-89,-66,-98,-83,-82,35
IN,India,Delhi,,43938,-90,-66,-98,-83,-81,36
IN,India,Delhi,,43939,-91,-71,-98,-83,-78,32
IN,India,Delhi,,43940,-91,-71,-98,-82,-69,24
IN,India,Delhi,,43941,-90,-66,-98,-83,-81,35
IN,India,Delhi,,43942,-90,-68,-98,-84,-82,35
IN,India,Delhi,,43943,-90,-67,-98,-84,-82,35
IN,India,Delhi,,43944,-90,-67,-98,-84,-82,36
IN,India,Delhi,,43945,-90,-66,-98,-84,-81,37
IN,India,Delhi,,43946,-91,-69,-98,-83,-79,33
IN,India,Delhi,,43947,-91,-70,-98,-82,-68,25
IN,India,Delhi,,43948,-89,-65,-98,-83,-80,35
IN,India,Delhi,,43949,-90,-66,-98,-83,-81,34
IN,India,Delhi,,43950,-89,-65,-98,-82,-81,35
IN,India,Delhi,,43951,-89,-66,-96,-82,-81,35
IN,India,Delhi,,43952,-89,-64,-96,-82,-81,36
IN,India,Delhi,,43953,-89,-66,-96,-81,-77,32
IN,India,Delhi,,43954,-90,-68,-97,-80,-67,24
IN,India,Delhi,,43955,-84,-54,-95,-77,-75,32
IN,India,Delhi,,43956,-85,-55,-95,-77,-75,32
IN,India,Delhi,,43957,-84,-52,-95,-76,-73,32
IN,India,Delhi,,43958,-85,-57,-95,-78,-77,33
IN,India,Delhi,,43959,-83,-52,-95,-76,-72,32
IN,India,Delhi,,43960,-85,-57,-95,-75,-70,29
IN,India,Delhi,,43961,-85,-58,-96,-74,-59,22
IN,India,Delhi,,43962,-82,-51,-95,-75,-70,31
IN,India,Delhi,,43963,-83,-53,-95,-75,-71,31
IN,India,Delhi,,43964,-82,-50,-94,-73,-70,30
IN,India,Delhi,,43965,-82,-54,-94,-74,-70,30
IN,India,Delhi,,43966,-81,-48,-94,-73,-68,30
IN,India,Delhi,,43967,-82,-52,-94,-72,-64,27
IN,India,Delhi,,43968,-83,-55,-95,-71,-54,21
IN,India,Delhi,,43969,-79,-46,-93,-71,-63,28
IN,India,Delhi,,43970,-76,-41,-92,-67,-60,27
IN,India,Delhi,,43971,-74,-36,-91,-65,-59,26
IN,India,Delhi,,43972,-73,-37,-92,-65,-58,26
IN,India,Delhi,,43973,-74,-37,-91,-65,-57,26
IN,India,Delhi,,43974,-75,-40,-92,-65,-52,24
IN,India,Delhi,,43975,-76,-41,-93,-64,-43,18
IN,India,Delhi,,43976,-75,-41,-92,-69,-66,28
IN,India,Goa,,43876,-2,-7,-3,0,3,0
IN,India,Goa,,43877,0,-7,-3,1,-1,1
IN,India,Goa,,43878,1,-4,-2,1,2,1
IN,India,Goa,,43879,4,-1,1,2,2,1
IN,India,Goa,,43880,2,-5,4,5,1,0
IN,India,Goa,,43881,5,-3,9,6,1,0
IN,India,Goa,,43882,8,-7,27,1,-17,4
IN,India,Goa,,43883,9,-4,21,5,0,1
IN,India,Goa,,43884,8,3,10,5,1,1
IN,India,Goa,,43885,1,-4,2,2,2,1
IN,India,Goa,,43886,2,-7,-3,2,1,1
IN,India,Goa,,43887,-5,-11,-8,-3,0,1
IN,India,Goa,,43888,-5,-11,-8,-1,1,2
IN,India,Goa,,43889,-5,-13,-11,-6,4,2
IN,India,Goa,,43890,-7,-12,-9,-5,6,1
IN,India,Goa,,43891,-5,-8,-8,-4,2,2
IN,India,Goa,,43892,-3,-6,-7,-2,3,1
IN,India,Goa,,43893,-2,-6,-7,-2,3,1
IN,India,Goa,,43894,-4,-4,-9,0,3,1
IN,India,Goa,,43895,-5,-7,-9,-3,3,1
IN,India,Goa,,43896,-4,-7,-14,-7,5,2
IN,India,Goa,,43897,-1,-6,-8,-2,6,1
IN,India,Goa,,43898,2,-4,0,-5,3,2
IN,India,Goa,,43899,8,4,13,0,-1,1
IN,India,Goa,,43900,-4,-20,20,-12,-49,12
IN,India,Goa,,43901,-4,-4,-6,-2,1,1
IN,India,Goa,,43902,-8,-7,-13,-5,0,1
IN,India,Goa,,43903,-11,-11,-19,-11,2,2
IN,India,Goa,,43904,-16,-12,-25,-14,-1,3
IN,India,Goa,,43905,-20,-13,-30,-18,0,5
IN,India,Goa,,43906,-15,-8,-27,-14,-8,4
IN,India,Goa,,43907,-18,-10,-30,-19,-11,4
IN,India,Goa,,43908,-23,-8,-34,-21,-11,5
IN,India,Goa,,43909,-25,-9,-40,-24,-13,6
IN,India,Goa,,43910,-31,-9,-50,-31,-13,7
IN,India,Goa,,43911,-42,-13,-57,-34,-14,7
IN,India,Goa,,43912,-82,-86,-80,-71,-47,26
IN,India,Goa,,43913,-76,-72,-72,-67,-68,30
IN,India,Goa,,43914,-71,-47,-70,-63,-67,27
IN,India,Goa,,43915,-83,-81,-76,-74,-76,36
IN,India,Goa,,43916,-81,-78,-75,-73,-73,35
IN,India,Goa,,43917,-79,-70,-77,-72,-72,34
IN,India,Goa,,43918,-82,-79,-79,-74,-70,34
IN,India,Goa,,43919,-81,-78,-80,-73,-47,27
IN,India,Goa,,43920,-78,-73,-76,-72,-70,34
IN,India,Goa,,43921,-76,-70,-74,-71,-69,32
IN,India,Goa,,43922,-77,-70,-73,-70,-69,32
IN,India,Goa,,43923,-77,-71,-74,-71,-68,32
IN,India,Goa,,43924,-79,-71,-76,-73,-66,33
IN,India,Goa,,43925,-80,-74,-77,-73,-62,31
IN,India,Goa,,43926,-80,-76,-78,-73,-42,26
IN,India,Goa,,43927,-78,-69,-73,-71,-65,32
IN,India,Goa,,43928,-78,-62,-72,-64,-65,31
IN,India,Goa,,43929,-79,-62,-72,-64,-65,31
IN,India,Goa,,43930,-78,-60,-73,-64,-65,32
IN,India,Goa,,43931,-82,-68,-76,-68,-70,34
IN,India,Goa,,43932,-80,-63,-76,-65,-62,31
IN,India,Goa,,43933,-80,-66,-77,-65,-39,25
IN,India,Goa,,43934,-78,-59,-73,-63,-62,31
IN,India,Goa,,43935,-78,-61,-71,-63,-66,31
IN,India,Goa,,43936,-77,-57,-70,-60,-59,29
IN,India,Goa,,43937,-81,-54,-76,-58,-60,30
IN,India,Goa,,43938,-82,-55,-77,-60,-58,31
IN,India,Goa,,43939,-84,-63,-80,-60,-54,29
IN,India,Goa,,43940,-83,-63,-80,-60,-35,24
IN,India,Goa,,43941,-81,-55,-77,-56,-51,27
IN,India,Goa,,43942,-79,-51,-75,-54,-50,25
IN,India,Goa,,43943,-80,-53,-75,-54,-50,25
IN,India,Goa,,43944,-79,-53,-75,-55,-50,26
IN,India,Goa,,43945,-80,-53,-77,-56,-48,26
IN,India,Goa,,43946,-81,-58,-79,-57,-46,26
IN,India,Goa,,43947,-81,-59,-79,-57,-30,23
IN,India,Goa,,43948,-78,-49,-76,-54,-45,25
IN,India,Goa,,43949,-76,-47,-74,-52,-45,22
IN,India,Goa,,43950,-76,-45,-73,-50,-44,23
IN,India,Goa,,43951,-75,-45,-74,-50,-43,23
IN,India,Goa,,43952,-77,-49,-76,-55,-60,28
IN,India,Goa,,43953,-77,-46,-78,-51,-40,22
IN,India,Goa,,43954,-77,-50,-78,-52,-26,19
IN,India,Goa,,43955,-72,-35,-76,-45,-35,19
IN,India,Goa,,43956,-70,-31,-74,-43,-35,18
IN,India,Goa,,43957,-70,-27,-73,-39,-34,18
IN,India,Goa,,43958,-69,-26,-71,-41,-35,18
IN,India,Goa,,43959,-70,-29,-73,-43,-32,19
IN,India,Goa,,43960,-72,-33,-74,-44,-33,19
IN,India,Goa,,43961,-73,-40,-73,-45,-20,16
IN,India,Goa,,43962,-69,-25,-72,-40,-31,17
IN,India,Goa,,43963,-68,-25,-70,-40,-31,17
IN,India,Goa,,43964,-69,-24,-70,-36,-31,15
IN,India,Goa,,43965,-68,-25,-72,-39,-32,16
IN,India,Goa,,43966,-68,-24,-72,-39,-29,16
IN,India,Goa,,43967,-71,-32,-73,-39,-29,14
IN,India,Goa,,43968,-73,-38,-74,-43,-18,15
IN,India,Goa,,43969,-68,-26,-73,-39,-29,17
IN,India,Goa,,43970,-67,-26,-71,-39,-30,17
IN,India,Goa,,43971,-66,-26,-70,-38,-30,17
IN,India,Goa,,43972,-67,-27,-71,-38,-31,17
IN,India,Goa,,43973,-67,-28,-73,-42,-28,17
IN,India,Goa,,43974,-69,-31,-74,-41,-28,17
IN,India,Goa,,43975,-71,-36,-71,-43,-18,15
IN,India,Goa,,43976,-68,-34,-70,-43,-44,20
IN,India,Gujarat,,43876,0,1,4,2,2,0
IN,India,Gujarat,,43877,1,-2,1,2,-2,0
IN,India,Gujarat,,43878,-1,1,2,0,3,0
IN,India,Gujarat,,43879,0,2,1,0,3,0
IN,India,Gujarat,,43880,-1,2,2,1,3,0
IN,India,Gujarat,,43881,1,4,5,4,2,0
IN,India,Gujarat,,43882,-3,0,14,-5,-20,5
IN,India,Gujarat,,43883,-4,-2,4,-4,-1,2
IN,India,Gujarat,,43884,-4,-4,0,0,3,1
IN,India,Gujarat,,43885,-3,-2,0,-1,1,1
IN,India,Gujarat,,43886,-1,-2,2,1,-1,0
IN,India,Gujarat,,43887,-2,-3,1,1,0,-1
IN,India,Gujarat,,43888,-2,-3,2,-1,0,0
IN,India,Gujarat,,43889,-3,-2,2,-2,3,1
IN,India,Gujarat,,43890,-4,0,3,-2,8,0
IN,India,Gujarat,,43891,-2,-1,0,-2,2,1
IN,India,Gujarat,,43892,-4,1,2,-2,5,1
IN,India,Gujarat,,43893,-3,2,1,-2,4,1
IN,India,Gujarat,,43894,-2,3,3,0,4,1
IN,India,Gujarat,,43895,-4,1,0,-2,3,2
IN,India,Gujarat,,43896,-3,3,0,-1,5,1
IN,India,Gujarat,,43897,-2,4,3,3,8,0
IN,India,Gujarat,,43898,-4,3,-3,-1,12,1
IN,India,Gujarat,,43899,0,7,9,-3,-11,3
IN,India,Gujarat,,43900,-11,-31,16,-17,-70,14
IN,India,Gujarat,,43901,-3,1,2,3,-5,0
IN,India,Gujarat,,43902,-4,-1,1,-3,-2,1
IN,India,Gujarat,,43903,-6,0,0,-4,2,1
IN,India,Gujarat,,43904,-7,1,0,-7,0,3
IN,India,Gujarat,,43905,-9,-3,-5,-7,2,3
IN,India,Gujarat,,43906,-7,3,0,-5,-1,3
IN,India,Gujarat,,43907,-9,0,-2,-7,-3,2
IN,India,Gujarat,,43908,-9,-1,-1,-8,-4,2
IN,India,Gujarat,,43909,-11,3,-3,-11,-5,3
IN,India,Gujarat,,43910,-18,9,-13,-15,-5,4
IN,India,Gujarat,,43911,-32,-3,-24,-22,-10,8
IN,India,Gujarat,,43912,-79,-78,-64,-67,-57,25
IN,India,Gujarat,,43913,-62,-41,-44,-53,-52,24
IN,India,Gujarat,,43914,-74,-58,-54,-65,-71,31
IN,India,Gujarat,,43915,-78,-64,-58,-69,-76,33
IN,India,Gujarat,,43916,-78,-64,-58,-69,-75,34
IN,India,Gujarat,,43917,-78,-66,-57,-70,-74,34
IN,India,Gujarat,,43918,-81,-70,-61,-72,-74,35
IN,India,Gujarat,,43919,-82,-72,-66,-72,-59,28
IN,India,Gujarat,,43920,-79,-68,-59,-72,-74,35
IN,India,Gujarat,,43921,-79,-67,-59,-71,-73,33
IN,India,Gujarat,,43922,-79,-67,-58,-70,-73,33
IN,India,Gujarat,,43923,-79,-69,-59,-71,-75,35
IN,India,Gujarat,,43924,-78,-66,-57,-70,-71,33
IN,India,Gujarat,,43925,-79,-67,-59,-71,-69,33
IN,India,Gujarat,,43926,-81,-71,-65,-71,-55,26
IN,India,Gujarat,,43927,-80,-68,-58,-72,-74,35
IN,India,Gujarat,,43928,-81,-59,-61,-64,-72,33
IN,India,Gujarat,,43929,-82,-61,-61,-65,-73,33
IN,India,Gujarat,,43930,-82,-60,-62,-66,-73,36
IN,India,Gujarat,,43931,-82,-61,-62,-67,-74,36
IN,India,Gujarat,,43932,-83,-63,-64,-67,-73,37
IN,India,Gujarat,,43933,-84,-66,-69,-67,-57,28
IN,India,Gujarat,,43934,-82,-62,-62,-67,-72,37
IN,India,Gujarat,,43935,-82,-63,-62,-66,-74,35
IN,India,Gujarat,,43936,-82,-59,-61,-63,-70,34
IN,India,Gujarat,,43937,-88,-53,-67,-62,-71,35
IN,India,Gujarat,,43938,-88,-53,-67,-62,-70,35
IN,India,Gujarat,,43939,-89,-60,-71,-65,-68,35
IN,India,Gujarat,,43940,-90,-63,-75,-66,-54,28
IN,India,Gujarat,,43941,-89,-57,-69,-65,-69,36
IN,India,Gujarat,,43942,-88,-57,-69,-63,-69,34
IN,India,Gujarat,,43943,-89,-58,-70,-64,-69,34
IN,India,Gujarat,,43944,-89,-58,-70,-64,-69,36
